CREATED_AT, VIZ_TYPE, ALIAS_NAME, UAEPASS_AUTHENTICATION, ORIGIN, USER_AGENT, REQUIRED_DOC_NAMES, NOTIFICATION_STATE, MANDATORY_DOCS_AVAILABLE, MANDATORY_DOCS_FULFILLED, FIRST_READ_MANDATORY_DOCS_AVAILABLE, FIRST_READ_MANDATORY_DOCS_FULFILLED,CREDENTIAL_REQUEST,CREDENTIAL_STATUS, CONSENT_GIVEN, PIN_GIVEN, STATUS, ERROR_CATEGORIZATION, FAILURE_REASON, DOC_AVAILIBILITY, COUNT, NOTIFIED_SUCCESSFULLY,APP_RELEASE
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Rejected,Yes,Yes,Yes,Yes,No,,No,No,User Rejected,,,Required Docs Available,3,NA,6.4.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Rejected,Yes,Yes,Yes,Yes,No,,No,No,User Rejected,,,Required Docs Available,12,NA,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Rejected,Yes,Yes,Yes,Yes,No,,Yes,No,User Rejected,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,MOBILE,IOS,Emirates ID Card,Rejected,Yes,Yes,Yes,Yes,No,,Yes,Yes,User Rejected,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,MOBILE,,Emirates ID Card,Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,191,NA,NA
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,No,No,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,2,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,YES,6.4.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,7,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.2
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,Android,Emirates ID Card,Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.4.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NO,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.0.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,YES,6.2.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,YES,6.3.0
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,7,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,IOS,Emirates ID Card,Rejected,Yes,Yes,Yes,Yes,No,,No,No,User Rejected,,,Required Docs Available,1,YES,6.4.1
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,,Emirates ID Card,Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,1,NO,NA
17-Nov-25,Push,Botim,DV with UAEPASS Authentication,WEB,,Emirates ID Card,Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,3,YES,NA
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,3,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,Failed after PIN page,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,7,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,10,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.2
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,Android,"Emirates ID Card, Residence Visa",Rejected,Yes,Yes,Yes,Yes,No,,No,No,User Rejected,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,Emirates ID Card,Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,3,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.2.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,5,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,2,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SIGNING_TIMEOUT,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,USER_SESSION_AUTHENTICATION_FAILED,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,Failed after PIN page,,Required Docs Available,2,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,6,NA,6.4.0
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,27,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,3,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,Yes,Success,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.1
17-Nov-25,Push,CBD Assisted,DV Only,QR,,"Emirates ID Card, Residence Visa",Unread,No,No,No,No,No,,No,No,Unread Notification,,,Required Docs Not Available,1,NA,NA
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Passport",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.2
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Passport",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,3,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,5,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Failed,Failed after PIN page,SIGNING_TIMEOUT,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,4,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Passport",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,3,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,4,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.1.3
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,4,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,MOBILE,IOS,"Emirates ID Card, Residence Visa",Rejected,No,No,No,No,No,,No,No,User Rejected,,,Required Docs Not Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NO,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile,DV with UAEPASS Authentication,WEB,IOS,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,1,YES,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Passport",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Passport",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Passport",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,7,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,27,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,No,,No,No,No Action Taken,,,Required Docs Not Available,5,NA,6.4.2
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,Yes,Failed,No,No,Failed,,DOCUMENT REQUEST FAILED,Required Docs Not Available,2,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Not Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Not Available,4,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,Yes,Yes,Yes,Success,Yes,No,Failed,Failed before PIN page,CREDENTIAL_INVALIDATED_BY_ISSUER,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,No,No,Yes,Yes,Yes,Success,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,No,,Yes,Yes,Shared,,,Required Docs Available,8,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Available,3,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,No,No,No Action Taken,,,Required Docs Available,7,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Failed,Failed after PIN page,USER_SESSION_AUTHENTICATION_FAILED,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,No Action Taken,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,1,NA,6.2.2
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.3.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,23,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,62,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,No,No,Yes,Success,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.4.2
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,No,No,No Action Taken,,,Required Docs Available,6,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,2,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,Failed,Failed before PIN page,ISSUER_DOCUMENT_RETRIVAL_FAILURE,Required Docs Available,7,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,No Action Taken,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,No,No Action Taken,,,Required Docs Available,1,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,1,NA,6.2.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,1,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,No Action Taken,,,Required Docs Available,3,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,Failed after PIN page,,Required Docs Available,2,NA,6.4.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,5.2.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,5.8.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,1,NA,5.9.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.2.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.2.1
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,3,NA,6.2.2
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,2,NA,6.3.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,69,NA,6.4.0
17-Nov-25,Push,Commercial Bank of Dubai - Mobile - Product Onboarding,DV Only,MOBILE,Android,"Emirates ID Card, Residence Visa",Read,Yes,Yes,Yes,Yes,No,,Yes,Yes,Shared,,,Required Docs Available,334,NA,6.4.1
